FirstName,LastName,Year,Gender,Age,Valuation,NotableFacts,Network,SlaveOwnerFirstName,SlaveOwnerLastName,SlaveOwnerOccupation,SlaveOwnerNumberSlavesHeld,Link,LinkDescription,AdditionalLinks,PrintedSource
Basil,Shorter,1794,,,,Basil Shorter sued Henry Rozier for freedom and won in October 1794.,"Basil Shorter was the great-grandson of Elizabeth Shorter, a white woman servant of William Roswell. Shorter married a black servant named Little Robin in 1681, according to priest Nicholas Geulick.",Henry,Rozier [Rozer],,120,"https://books.google.com/books?id=jiA2AQAAMAAJ&pg=PP7&lpg=PP7&dq=Maryland+Reports,+Being+a+Series+of+the+Most+Important+Law+Cases+Argued+and+Determined+i&source=bl&ots=5CWZhjAvzD&sig=14dH3O-z6xsehrK9G6VM9LPi2ws&hl=en&sa=X&ved=0ahUKEwiqgZef2bXcAhVHRK0KHacTDRgQ6AEIQTAG#v=onepage&q=Shorter&f=false",,,
Harriet,,1819,,,,"Robert Tuite sold Harriet to John Gibson, who manumitted her.",,Robert,Tuite,,30,https://books.google.com/books?id=VwpRAQAAMAAJ&pg=PA113&lpg=PA113&dq=%22robert+tuite%22+negro+-black&source=bl&ots=vza_p1nVfD&sig=J5-F7c_QNsSzLH-4Q9e0vXKJ0BA&hl=en&sa=X&ved=0ahUKEwjsv6KQwrjcAhUHbK0KHUuLDsMQ6AEIKTAA#v=onepage&q=%22robert%20tuite%22%20negro%20-black&f=false,,,
Nacey,,1793,Male,,,"Basil Waring, Henry's father, left him these people in his will in 1793.",,Henry,Waring,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I021200&tree=Tree1,,,
Paul,,1793,,,,"Basil Waring, Henry's father, left him these people in his will in 1793.",,Henry,Waring,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I021200&tree=Tree1,,,
Ralph,,1793,,,,"Basil Waring, Marsham's father, left him these people in his will in 1793.",,Marsham,Waring,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I021203&tree=Tree1,,,
Charles,,1793,,,,"Basil Waring, Marsham's father, left him these people in his will in 1793.",,Marsham,Waring,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I021203&tree=Tree1,,,
William,Thomas,1795,,,,William Thomas petitioned for freedom from Ignatius Wheeler based on being descended from a free white woman in 1795.,,Ignatius,Wheeler,,40,http://earlywashingtondc.org/doc/oscys.case.0258.010,,,
John,Thomas,1797,,,,John Thomas petitioned for freedom from Ignatius Wheeler based on being descended from a free white woman in 1797.,,Ignatius,Wheeler,,40,http://earlywashingtondc.org/doc/oscys.case.0258.010,,,
Jesse,Thomas,1797,,,,Jesse Thomas petitioned for freedom from Ignatius Wheeler based on being descended from a free white woman in 1797.,,Ignatius,Wheeler,,40,http://earlywashingtondc.org/doc/oscys.case.0258.010,,,
"""Carpenter Conkey""",,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",,Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
"""Will the Weaver""",,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",,Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
"""Anchor Tom""",,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",,Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
"""Coachman Ned""",,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",Father of Dinah and Nance.,Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Nance,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.","Daughter of ""Coachman Ned"" and sister of Dinah. Nance also had a child.",Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Jerry,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",,Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Jack,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",,Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Dinah,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.","Daughter of ""Coachman Ned,"" sister of Nance, and wife of Andrew.",Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Andrew,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",Husband of Dinah.,Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
"""Charity the Carter""",,1802,Male,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",Husband of Moll. Their children were also willed to Mary Young.,Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Moll,,1802,Female,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.","Wife of ""Charity the Carter."" Their children were also willed to Mary Young.",Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
"""Joe the Cook""",,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",,Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Bob,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",Husband of Margaret.,Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Margaret,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",Wife of Bob.,Nottley [Notley],Young,,265,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
