EnslavedPersonFirstName,EnslavedPersonLastName,Year,Gender,Age,Valuation,NotableFacts,Network,SlaveOwnerFirstName,SlaveOwnerLastName,SlaveOwnerOccupation,SlaveOwnerPlottedLocation,SlaveOwnerNumberSlavesHeld,NumberSlavesSued,NumberSlavesRanAway,Source1,Source2,Source3,Notes
Lydia,,1813,,,,Rev. Henry Pile left these people to his nephew William Hamersley in his will in 1813.,Lydia was the mother of Gerard.,Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
"""Young Ralph commonly called Captain""",,1813,,,,Rev. Henry Pile left these people to his nephew William Hamersley in his will in 1813.,,Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Jack,,1813,,,,Rev. Henry Pile left these people to his nephew William Hamersley in his will in 1813.,"""The son of old Ralph.""",Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
"John, a carpenter",,1813,,,,Rev. Henry Pile left these people to his niece Eleanor Hamersley in his will in 1813.,John was the husband of Lydia and the son of Terry.,Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Lydia,,1813,,,,Rev. Henry Pile left these people to his niece Eleanor Hamersley in his will in 1813.,Lydia was the wife of John.,Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Terry,,1813,Female,,,Rev. Henry Pile left these people to his niece Eleanor Hamersley in his will in 1813.,Terry was the mother of John.,Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Sophy,,1813,,,,Rev. Henry Pile left these people to his nephew's son Francis Hamersley in his will in 1813.,"Mother of Harry, Frank, and Matthew. Sophy also had four daughters, whom the will leaves unnamed",Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Harry,,1813,,,,Rev. Henry Pile left these people to his nephew's son Francis Hamersley in his will in 1813.,Son of Sophy.,Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Frank,,1813,,,,Rev. Henry Pile left these people to his nephew's son Francis Hamersley in his will in 1813.,Son of Sophy.,Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Matthew,,1813,,,,Rev. Henry Pile left these people to his nephew's son Francis Hamersley in his will in 1813.,Son of Sophy.,Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
"""Young Terry""",,1813,,,,Rev. Henry Pile left these people to his nephew's son Francis Hamersley in his will in 1813.,"Terry also had two sons, whom the will leaves unnamed.",Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Jane,,1784,,,,Edmund Plowden bought Jane and Rachel from the Newtown Jesuit plantation in 1784.,,Edmond [Edmund],Plowden,,"45270 Daniels Rd, Hollywood, MD 20636",64,,,https://slaveryarchive.georgetown.edu/items/show/173,,,
Rachel,,1784,,,,Edmund Plowden bought Jane and Rachel from the Newtown Jesuit plantation in 1784.,,Edmond [Edmund],Plowden,,"45270 Daniels Rd, Hollywood, MD 20636",64,,,https://slaveryarchive.georgetown.edu/items/show/173,,,
George,Butler,1789,,,,"George Butler petitioned the court for freedom. Plowden then employed him, but after an overseer compained about Butler's performance, Plowden ""had him corrected for his ill behavior."" Butler then left. Plowden prohibited readers from giving Butler work and offered 6 dollars reward for his return.",,Edmond [Edmund],Plowden,,"45270 Daniels Rd, Hollywood, MD 20636",64,,,https://www.newspapers.com/image/41045663/?spot=6925125,,,
Billy,,1815,Female,60,$0,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner","Worcester County, MD",14,,,https://taylorhousemuseum.org/history/john-postly/,,,
Sam,,1815,Boy,,$200,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner","Worcester County, MD",14,,,https://taylorhousemuseum.org/history/john-postly/,,,
Caleb,,1815,Boy,,$150,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner","Worcester County, MD",14,,,https://taylorhousemuseum.org/history/john-postly/,,,
Isaac,,1815,Boy,,$160,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner","Worcester County, MD",14,,,https://taylorhousemuseum.org/history/john-postly/,,,
Tom,,1815,Boy,,$150,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner","Worcester County, MD",14,,,https://taylorhousemuseum.org/history/john-postly/,,,
Mingo,,1815,Boy,,$150,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner","Worcester County, MD",14,,,https://taylorhousemuseum.org/history/john-postly/,,,
Henry,,1815,Boy,,$150,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner","Worcester County, MD",14,,,https://taylorhousemuseum.org/history/john-postly/,,,
Rachel,,1815,Girl,,$60,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner","Worcester County, MD",14,,,https://taylorhousemuseum.org/history/john-postly/,,,
James,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of £500 in 1785.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Pat,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of £500 in 1785.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Basill,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of £500 in 1785.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
William,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of £500 in 1785.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
James,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of £500 in 1785.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Beck,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of £500 in 1785.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Jean,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of £500 in 1785.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Henny,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of £500 in 1785.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Henny,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of £500 in 1785.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Moses,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of £500 in 1785.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Joseph,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of £500 in 1785.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Sesely,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of £500 in 1785.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Jesse,,1804,,37,£120,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Bennet,,1804,,53,£30,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Joseph,,1804,,33,£75,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Moses,,1804,,31,£80,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Black Henny,,1804,,31,£60,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Walter,,1804,,13,£70,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Magdalin,,1804,,17,£60,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Charity,,1804,,13,£40,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Charlotte,,1804,,11,£30,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Yellow Henny,,1804,,33,£60,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Lewis,,1804,,18,£75,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Edward,,1804,,15,£70,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Sucky,,1804,,16,£60,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Betsey,,1804,,10,£40,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Patsey,,1804,,10,£30,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Harry,,1804,,5,£20,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Sisily,,1804,,29,£60,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Notley,,1804,,7,£30,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,"Charles, MD",23,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Basil,Shorter,1794,,,,Basil Shorter sued Henry Rozier for freedom and won in October 1794.,"Basil Shorter was the great-grandson of Elizabeth Shorter, a white woman servant of William Roswell. Shorter married a black servant named Little Robin in 1681, according to priest Nicholas Geulick.",Henry,Rozier [Rozer],,"Prince George's County, MD",120,,,"https://books.google.com/books?id=jiA2AQAAMAAJ&pg=PP7&lpg=PP7&dq=Maryland+Reports,+Being+a+Series+of+the+Most+Important+Law+Cases+Argued+and+Determined+i&source=bl&ots=5CWZhjAvzD&sig=14dH3O-z6xsehrK9G6VM9LPi2ws&hl=en&sa=X&ved=0ahUKEwiqgZef2bXcAhVHRK0KHacTDRgQ6AEIQTAG#v=onepage&q=Shorter&f=false",,,
Charity,,1802,Girl,,,Henry Rozer left Charity to his granddaughter Cecila Rozer in his 1802 will.,,Henry,Rozier [Rozer],,"Prince George's County, MD",120,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I016090&tree=tree1,,,
"James, the driver",,1802,,,,Henry Rozer left James to his granddaughter Harriet Rozer in his 1802 will.,,Henry,Rozier [Rozer],,"Prince George's County, MD",120,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I016090&tree=tree1,,,
Harriet,,1819,,,,"Robert Tuite sold Harriet to John Gibson, who manumitted her.",,Robert,Tuite,,"13209 Church Lane, Cordova, Maryland 21625",30,,,https://books.google.com/books?id=VwpRAQAAMAAJ&pg=PA113&lpg=PA113&dq=%22robert+tuite%22+negro+-black&source=bl&ots=vza_p1nVfD&sig=J5-F7c_QNsSzLH-4Q9e0vXKJ0BA&hl=en&sa=X&ved=0ahUKEwjsv6KQwrjcAhUHbK0KHUuLDsMQ6AEIKTAA#v=onepage&q=%22robert%20tuite%22%20negro%20-black&f=false,,,
Nacey,,1793,Male,,,"Basil Waring, Henry's father, left him these people in his will in 1793.",,Henry,Waring,,"3700 O St NW, Washington, DC 20057",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I021200&tree=Tree1,,,
Paul,,1793,,,,"Basil Waring, Henry's father, left him these people in his will in 1793.",,Henry,Waring,,"3700 O St NW, Washington, DC 20057",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I021200&tree=Tree1,,,
Ralph,,1793,,,,"Basil Waring, Marsham's father, left him these people in his will in 1793.",,Marsham,Waring,,"3700 O St NW, Washington, DC 20057",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I021203&tree=Tree1,,,
Charles,,1793,,,,"Basil Waring, Marsham's father, left him these people in his will in 1793.",,Marsham,Waring,,"3700 O St NW, Washington, DC 20057",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I021203&tree=Tree1,,,
William,Thomas,1795,,,,William Thomas petitioned for freedom from Ignatius Wheeler based on being descended from a free white woman in 1795.,,Ignatius,Wheeler,,"St. Mary's County, MD",40,,,http://earlywashingtondc.org/doc/oscys.case.0258.010,,,
John,Thomas,1797,,,,John Thomas petitioned for freedom from Ignatius Wheeler based on being descended from a free white woman in 1797.,,Ignatius,Wheeler,,"St. Mary's County, MD",40,,,http://earlywashingtondc.org/doc/oscys.case.0258.010,,,
Jesse,Thomas,1797,,,,Jesse Thomas petitioned for freedom from Ignatius Wheeler based on being descended from a free white woman in 1797.,,Ignatius,Wheeler,,"St. Mary's County, MD",40,,,http://earlywashingtondc.org/doc/oscys.case.0258.010,,,
"""Carpenter Conkey""",,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",,Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
"""Will the Weaver""",,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",,Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
"""Anchor Tom""",,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",,Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
"""Coachman Ned""",,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",Father of Dinah and Nance.,Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Nance,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.","Daughter of ""Coachman Ned"" and sister of Dinah. Nance also had a child.",Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Jerry,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",,Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Jack,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",,Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Dinah,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.","Daughter of ""Coachman Ned,"" sister of Nance, and wife of Andrew.",Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Andrew,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",Husband of Dinah.,Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
"""Charity the Carter""",,1802,Male,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",Husband of Moll. Their children were also willed to Mary Young.,Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Moll,,1802,Female,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.","Wife of ""Charity the Carter."" Their children were also willed to Mary Young.",Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
"""Joe the Cook""",,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",,Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Bob,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",Husband of Margaret.,Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
Margaret,,1802,,,,"Notley Young left these people (among others, most of whom go unnamed) to his wife Mary Young in his will in 1802.",Wife of Bob.,Nottley [Notley],Young,,"Washington, DC",265,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,
